Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
   [1] getFromLevelDB(int) (my_db.cpp) [276] boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(boost::gregorian::date const&, boost::posix_time::time_duration const&) [367] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CWallet*), boost::function<void (CWallet*)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CWallet*), boost::function<void (CWallet*)> >, boost::signals2::mutex> > > >::_M_clear()
  [80] MyDb(benchmark::State&) (my_db.cpp) [252] boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::period_formatter(boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > > const&) [368] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlockIndex const*, std::shared_ptr<CBlock const> const&), boost::function<void (CBlockIndex const*, std::shared_ptr<CBlock const> const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlockIndex const*, std::shared_ptr<CBlock const> const&), boost::function<void (CBlockIndex const*, std::shared_ptr<CBlock const> const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [512] CMutexLock<CCriticalSection>::CMutexLock(CCriticalSection&, char const*, char const*, int, bool) [249] boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~period_formatter() [369] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlockIndex const*, CBlockIndex const*, bool), boost::function<void (CBlockIndex const*, CBlockIndex const*, bool)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlockIndex const*, CBlockIndex const*, bool), boost::function<void (CBlockIndex const*, CBlockIndex const*, bool)> >, boost::signals2::mutex> > > >::_M_clear()
 [513] CTxMemPool::_clear()  [277] boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::subtract_times(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [288] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [514] LockedPool::LockedPageArena::~LockedPageArena() [278] boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::get_time_of_day(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [370] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlockLocator const&), boost::function<void (CBlockLocator const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlockLocator const&), boost::function<void (CBlockLocator const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [515] LockedPool::free(void*) [243] boost::date_time::gregorian_calendar_base<boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>, unsigned int>::from_day_number(unsigned int) [371] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlock const&, CValidationState const&), boost::function<void (CBlock const&, CValidationState const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CBlock const&, CValidationState const&), boost::function<void (CBlock const&, CValidationState const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [516] LockedPool::alloc(unsigned long) [279] boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_generator_formatter() [372] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (Config const&, CNode*, CConnman&), boost::function<void (Config const&, CNode*, CConnman&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (Config const&, CNode*, CConnman&), boost::function<void (Config const&, CNode*, CConnman&)> >, boost::signals2::mutex> > > >::_M_clear()
 [517] LockedPool::new_arena(unsigned long, unsigned long) [280] boost::date_time::c_time::gmtime(long const*, tm*) [373] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (uint256 const&), boost::function<void (uint256 const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (uint256 const&), boost::function<void (uint256 const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [518] tinyformat::detail::formatImpl(std::ostream&, char const*, tinyformat::detail::FormatArg const*, int) [244] boost::gregorian::date::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [374] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [297] tinyformat::detail::streamStateFromFormat(std::ostream&, bool&, int&, char const*, tinyformat::detail::FormatArg const*, int&, int) [281] boost::gregorian::to_tm(boost::gregorian::date const&) [375] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int), boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int), boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)> >, boost::signals2::mutex> > > >::_M_clear()
 [298] void tinyformat::detail::FormatArg::formatImpl<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::ostream&, char const*, char const*, int, void const*) [57] leveldb::Comparator::~Comparator() [376] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CTransaction const> const&), boost::function<void (std::shared_ptr<CTransaction const> const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CTransaction const> const&), boost::function<void (std::shared_ptr<CTransaction const> const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [519] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > tinyformat::format<>(char const*) [260] leveldb::Comparator::~Comparator() [377] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CBlock const> const&), boost::function<void (std::shared_ptr<CBlock const> const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CBlock const> const&), boost::function<void (std::shared_ptr<CBlock const> const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [520] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > tinyformat::format<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5] leveldb::TableCache::Get(leveldb::ReadOptions const&, unsigned long, unsigned long, leveldb::Slice const&, void*, void (*)(void*, leveldb::Slice const&, leveldb::Slice const&)) [378] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&), boost::function<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&), boost::function<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)> >, boost::signals2::mutex> > > >::_M_clear()
 [521] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > tinyformat::format<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [8] leveldb::TableCache::FindTable(unsigned long, unsigned long, leveldb::Cache::Handle**) [379] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CTransaction const>, MemPoolRemovalReason), boost::function<void (std::shared_ptr<CTransaction const>, MemPoolRemovalReason)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CTransaction const>, MemPoolRemovalReason), boost::function<void (std::shared_ptr<CTransaction const>, MemPoolRemovalReason)> >, boost::signals2::mutex> > > >::_M_clear()
 [522] ArgsManager::GetBoolArg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [685] leveldb::TableCache::TableCache(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, leveldb::Options const*, int) [380] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CTransaction const>), boost::function<void (std::shared_ptr<CTransaction const>)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::shared_ptr<CTransaction const>), boost::function<void (std::shared_ptr<CTransaction const>)> >, boost::signals2::mutex> > > >::_M_clear()
 [299] sha256_sse4::Transform(unsigned int*, unsigned char const*, unsigned long) [88] leveldb::TableCache::~TableCache() [381] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::function<void ()>), boost::function<void (std::function<void ()>)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (std::function<void ()>), boost::function<void (std::function<void ()>)> >, boost::signals2::mutex> > > >::_M_clear()
 [318] (anonymous namespace)::SelfTest(void (*)(unsigned int*, unsigned char const*, unsigned long)) (sha256.cpp) [68] leveldb::VersionSet::LogAndApply(leveldb::VersionEdit*, leveldb::port::Mutex*) [382] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool), boost::function<void (bool)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool), boost::function<void (bool)> >, boost::signals2::mutex> > > >::_M_clear()
 [300] CBasicKeyStore::~CBasicKeyStore() [345] leveldb::VersionSet::AddLiveFiles(std::set<unsigned long, std::less<unsigned long>, std::allocator<unsigned long> >*) [289] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> > > >::_M_clear()
 [523] TxConfirmStats::Initialize(std::vector<double, std::allocator<double> >&, unsigned int, double) [58] leveldb::VersionSet::CompactRange(int, leveldb::InternalKey const*, leveldb::InternalKey const*) [383] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (int), boost::function<void (int)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (int), boost::function<void (int)> >, boost::signals2::mutex> > > >::_M_clear()
 [195] CTxOutCompressor::DecompressAmount(unsigned long) [303] leveldb::VersionSet::AppendVersion(leveldb::Version*) [384] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (long, CConnman*), boost::function<void (long, CConnman*)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (long, CConnman*), boost::function<void (long, CConnman*)> >, boost::signals2::mutex> > > >::_M_clear()
 [524] SaltedTxidHasher::SaltedTxidHasher() [686] leveldb::VersionSet::ReuseManifest(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [385] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (long, bool&), boost::function<void (long, bool&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (long, bool&), boost::function<void (long, bool&)> >, boost::signals2::mutex> > > >::_M_clear()
  [89] FastRandomContext::rand256() [73] leveldb::VersionSet::WriteSnapshot(leveldb::log::Writer*) [254] std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::_M_clear()
 [525] dbwrapper_private::HandleError(leveldb::Status const&) [687] leveldb::VersionSet::MarkFileNumberUsed(unsigned long) [728] std::_Rb_tree<uint256, std::pair<uint256 const, COrphanTx>, std::_Select1st<std::pair<uint256 const, COrphanTx> >, std::less<uint256>, std::allocator<std::pair<uint256 const, COrphanTx> > >::_M_erase(std::_Rb_tree_node<std::pair<uint256 const, COrphanTx> >*)
 [301] CBitcoinLevelDBLogger::Logv(char const*, __va_list_tag*) [79] leveldb::VersionSet::Builder::SaveTo(leveldb::Version*) [729] std::_Rb_tree<uint256, std::pair<uint256 const, CBlockPolicyEstimator::TxStatsInfo>, std::_Select1st<std::pair<uint256 const, CBlockPolicyEstimator::TxStatsInfo> >, std::less<uint256>, std::allocator<std::pair<uint256 const, CBlockPolicyEstimator::TxStatsInfo> > >::_M_erase(std::_Rb_tree_node<std::pair<uint256 const, CBlockPolicyEstimator::TxStatsInfo> >*)
 [526] CBitcoinLevelDBLogger::~CBitcoinLevelDBLogger() [67] leveldb::VersionSet::Recover(bool*) [730] std::_Rb_tree<uint256, std::pair<uint256 const, std::pair<double, Amount> >, std::_Select1st<std::pair<uint256 const, std::pair<double, Amount> > >, std::less<uint256>, std::allocator<std::pair<uint256 const, std::pair<double, Amount> > > >::_M_erase(std::_Rb_tree_node<std::pair<uint256 const, std::pair<double, Amount> > >*)
 [527] CBlockPolicyEstimator::CBlockPolicyEstimator(CFeeRate const&) [346] leveldb::VersionSet::Finalize(leveldb::Version*) [731] std::_Rb_tree<COutPoint, std::pair<COutPoint const, std::set<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> >, IteratorComparator, std::allocator<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> > > > >, std::_Select1st<std::pair<COutPoint const, std::set<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> >, IteratorComparator, std::allocator<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> > > > > >, std::less<COutPoint>, std::allocator<std::pair<COutPoint const, std::set<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> >, IteratorComparator, std::allocator<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> > > > > > >::_M_erase(std::_Rb_tree_node<std::pair<COutPoint const, std::set<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> >, IteratorComparator, std::allocator<std::_Rb_tree_iterator<std::pair<uint256 const, COrphanTx> > > > > >*)
 [528] PosixLockedPageAllocator::FreeLocked(void*, unsigned long) [688] leveldb::VersionSet::VersionSet(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, leveldb::Options const*, leveldb::TableCache*, leveldb::InternalKeyComparator const*) [386] std::_Rb_tree<boost::multi_index::detail::hashed_index_iterator<boost::multi_index::detail::hashed_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<CTxMemPoolEntry, std::allocator<CTxMemPoolEntry> > > > > >, boost::multi_index::detail::hashed_unique_tag>, boost::multi_index::detail::bucket_array<std::allocator<CTxMemPoolEntry> >, boost::multi_index::detail::hashed_index_global_iterator_tag>, std::pair<boost::multi_index::detail::hashed_index_iterator<boost::multi_index::detail::hashed_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<CTxMemPoolEntry, std::allocator<CTxMemPoolEntry> > > > > >, boost::multi_index::detail::hashed_unique_tag>, boost::multi_index::detail::bucket_array<std::allocator<CTxMemPoolEntry> >, boost::multi_index::detail::hashed_index_global_iterator_tag> const, CTxMemPool::TxLinks>, std::_Select1st<std::pair<boost::multi_index::detail::hashed_index_iterator<boost::multi_index::detail::hashed_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<CTxMemPoolEntry, std::allocator<CTxMemPoolEntry> > > > > >, boost::multi_index::detail::hashed_unique_tag>, boost::multi_index::detail::bucket_array<std::allocator<CTxMemPoolEntry> >, boost::multi_index::detail::hashed_index_global_iterator_tag> const, CTxMemPool::TxLinks> >, CTxMemPool::CompareIteratorByHash, std::allocator<std::pair<boost::multi_index::detail::hashed_index_iterator<boost::multi_index::detail::hashed_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<CTxMemPoolEntry, std::allocator<CTxMemPoolEntry> > > > > >, boost::multi_index::detail::hashed_unique_tag>, boost::multi_index::detail::bucket_array<std::allocator<CTxMemPoolEntry> >, boost::multi_index::detail::hashed_index_global_iterator_tag> const, CTxMemPool::TxLinks> > >::_M_erase(std::_Rb_tree_node<std::pair<boost::multi_index::detail::hashed_index_iterator<boost::multi_index::detail::hashed_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<CTxMemPoolEntry, std::allocator<CTxMemPoolEntry> > > > > >, boost::multi_index::detail::hashed_unique_tag>, boost::multi_index::detail::bucket_array<std::allocator<CTxMemPoolEntry> >, boost::multi_index::detail::hashed_index_global_iterator_tag> const, CTxMemPool::TxLinks> >*)
 [529] PosixLockedPageAllocator::AllocateLocked(unsigned long, bool*) [689] leveldb::VersionSet::~VersionSet() [732] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [530] PosixLockedPageAllocator::GetLimit() [304] leveldb::WriteBatch::WriteBatch() [733] std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [531] Arena::free(void*)    [305] leveldb::WriteBatch::~WriteBatch() [734] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::erase(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [532] Arena::alloc(unsigned long) [30] leveldb::BlockHandle::DecodeFrom(leveldb::Slice*) [735] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_erase(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*)
 [533] Arena::Arena(void*, unsigned long, unsigned long) [204] leveldb::GetVarint32(leveldb::Slice*, unsigned int*) [313] std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)
 [534] Arena::~Arena()        [33] leveldb::GetVarint64(leveldb::Slice*, unsigned long*) [736] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
