Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [265] std::basic_ostream<char, std::char_traits<char> >& boost::posix_time::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, boost::posix_time::ptime const&) [90] leveldb::LogFileName(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) [314] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, CRPCCommand const*> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [247] boost::shared_ptr<boost::signals2::optional_last_value<void> >::shared_ptr<boost::signals2::optional_last_value<void> >(boost::signals2::optional_last_value<void>*) [347] leveldb::NewLRUCache(unsigned long) [737] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*)
 [535] boost::multi_index::detail::bucket_array<std::allocator<CTxMemPoolEntry> >::bucket_array(std::allocator<CTxMemPoolEntry> const&, boost::multi_index::detail::hashed_index_node_impl<std::allocator<char> >*, unsigned long) [74] leveldb::PutVarint32(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned int) [738] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >*)
 [259] boost::unique_lock<boost::mutex>::lock() [208] leveldb::PutVarint64(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [234] std::_Rb_tree<CBlockIndex const*, std::pair<CBlockIndex const* const, ThresholdState>, std::_Select1st<std::pair<CBlockIndex const* const, ThresholdState> >, std::less<CBlockIndex const*>, std::allocator<std::pair<CBlockIndex const* const, ThresholdState> > >::_M_erase(std::_Rb_tree_node<std::pair<CBlockIndex const* const, ThresholdState> >*)
 [536] boost::shared_mutex::unlock_shared() [82] leveldb::VersionEdit::DecodeFrom(leveldb::Slice const&) [387] std::_Rb_tree<COutPoint const*, std::pair<COutPoint const* const, CTransaction const*>, std::_Select1st<std::pair<COutPoint const* const, CTransaction const*> >, DereferencingComparator<COutPoint const*>, std::allocator<std::pair<COutPoint const* const, CTransaction const*> > >::_M_erase(std::_Rb_tree_node<std::pair<COutPoint const* const, CTransaction const*> >*)
 [537] boost::recursive_mutex::unlock() [257] leveldb::VersionEdit::Clear() [248] std::_Rb_tree<leveldb::FileMetaData*, leveldb::FileMetaData*, std::_Identity<leveldb::FileMetaData*>, leveldb::VersionSet::Builder::BySmallestKey, std::allocator<leveldb::FileMetaData*> >::_M_erase(std::_Rb_tree_node<leveldb::FileMetaData*>*)
 [226] boost::recursive_mutex::recursive_mutex() [348] leveldb::FilterPolicy::~FilterPolicy() [739] std::_Rb_tree<char*, std::pair<char* const, unsigned long>, std::_Select1st<std::pair<char* const, unsigned long> >, std::less<char*>, std::allocator<std::pair<char* const, unsigned long> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<char* const, unsigned long> >)
 [251] boost::condition_variable::condition_variable() [690] leveldb::LockFileName(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [388] std::_Rb_tree<char*, std::pair<char* const, unsigned long>, std::_Select1st<std::pair<char* const, unsigned long> >, std::less<char*>, std::allocator<std::pair<char* const, unsigned long> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<char* const, unsigned long> >*)
 [319] boost::condition_variable::~condition_variable() [306] leveldb::WritableFile::~WritableFile() [389] std::pair<std::_Rb_tree_iterator<std::pair<char* const, unsigned long> >, bool> std::_Rb_tree<char*, std::pair<char* const, unsigned long>, std::_Select1st<std::pair<char* const, unsigned long> >, std::less<char*>, std::allocator<std::pair<char* const, unsigned long> > >::_M_emplace_unique<char*, unsigned long&>(char*&&, unsigned long&)
 [266] boost::mutex::unlock() [44] leveldb::(anonymous namespace)::ShardedLRUCache::Erase(leveldb::Slice const&) (cache.cc) [390] std::_Rb_tree<char*, std::pair<char* const, unsigned long>, std::_Select1st<std::pair<char* const, unsigned long> >, std::less<char*>, std::allocator<std::pair<char* const, unsigned long> > >::_M_get_insert_unique_pos(char* const&)
 [217] boost::detail::sp_counted_base::release() [66] leveldb::(anonymous namespace)::ShardedLRUCache::NewId() (cache.cc) [391] std::_Rb_tree<char*, std::pair<char* const, unsigned long>, std::_Select1st<std::pair<char* const, unsigned long> >, std::less<char*>, std::allocator<std::pair<char* const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<char* const, unsigned long> >*)
 [320] boost::detail::sp_counted_impl_p<CombinerAll>::dispose() [59] leveldb::(anonymous namespace)::ShardedLRUCache::Prune() (cache.cc) [392] std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*), boost::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*)> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*), boost::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*)> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*), boost::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*)> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*), boost::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > (char const*)> >, boost::signals2::mutex> > > > >*)
 [321] boost::detail::sp_counted_impl_p<CombinerAll>::~sp_counted_impl_p() [40] leveldb::(anonymous namespace)::ShardedLRUCache::Value(leveldb::Cache::Handle*) (cache.cc) [290] std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > > >*)
 [322] boost::detail::sp_counted_impl_p<boost::signals2::last_value<bool> >::dispose() [20] leveldb::(anonymous namespace)::ShardedLRUCache::Insert(leveldb::Slice const&, void*, unsigned long, void (*)(leveldb::Slice const&, void*)) (cache.cc) [393] std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int), boost::function<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int), boost::function<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int), boost::function<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int), boost::function<bool (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)> >, boost::signals2::mutex> > > > >*)
